city,name,street,tags,zipcode,full_address,latlon,missing
Antwerpen,I Famosi,Steenbergstraat 11,['Eethuis'],2000,Steenbergstraat 11 2000 Antwerpen,"(51.21500620558345, 4.397437872718811)",False
Brussel,i latini,Place Saint Cathérine 1a - 2,"['Cateraar', 'Eethuis']",1000,Place Saint Cathérine 1a - 2 1000 Brussel,"(50.84799659284419, 4.347268056154273)",False
Antwerpen,I Ro Ha,Lange Herentalsestraat 12,['Eethuis'],2018,Lange Herentalsestraat 12 2018 Antwerpen,"(51.21588054719278, 4.4171027558360985)",False
Mechelen,Il Cardinale,Wollemarkt 22-24,['Eethuis'],2800,Wollemarkt 22-24 2800 Mechelen,"(51.029520374950444, 4.479001388420192)",False
Gent,Il Cortile,Kraanlei 53,['Eethuis'],9000,Kraanlei 53 9000 Gent,"(51.05727305807972, 3.7230793497768255)",False
Gent,Il Mezzogiorno,Baudelokaai 17,"['Cateraar', 'Eethuis']",9000,Baudelokaai 17 9000 Gent,"(51.059359504931976, 3.729854707819251)",False
Leuven,Il Pastaio,Parijsstraat 33,['Eethuis'],3000,Parijsstraat 33 3000 Leuven,"(50.87866135111002, 4.69936870014012)",False
Antwerpen,Il Pastaiolo,Wiegstraat 18,"['Cateraar', 'Eethuis']",2000,Wiegstraat 18 2000 Antwerpen,"(51.21793452191149, 4.404295343314858)",False
Hasselt,Il Pasticcio,Maastrichterstraat 72,"['Cateraar', 'Eethuis']",3500,Maastrichterstraat 72 3500 Hasselt,"(50.92974336309734, 5.340354725960681)",False
Leuven,Il Piccantino,Drie Engelenberg 4,['Eethuis'],3000,Drie Engelenberg 4 3000 Leuven,"(50.88600235645571, 4.706867235540431)",False
 Gent,Illie Mangaro,Sassevaartstraat 47,"['Cateraar', 'Eethuis']",9000,Sassevaartstraat 47 9000  Gent,"(51.067233324251006, 3.7330429241229206)",False
Nieuwerkerken,In 't Dik Pak,Pater Rasschaertlaan 8,['Snack'],9320,Pater Rasschaertlaan 8 9320 Nieuwerkerken,"(50.917123499529836, 4.075977980901107)",False
Aalst,In de Maeltydt,Gentsestraat 91,"['Eethuis', 'EVA voordeel']",9300,Gentsestraat 91 9300 Aalst,"(50.93768438984572, 4.029868310309208)",False
Heuvelland ( Dranouter),In de Wulf,Wulvestraat 1,"['Gastronomisch', 'Veganvriendelijk']",8950,Wulvestraat 1 8950 Heuvelland ( Dranouter),,True
Leuven,Inari,Parijsstraat 18,['Eethuis'],3000,Parijsstraat 18 3000 Leuven,"(50.87892260336814, 4.69917161367462)",False
Brugge,Indian Tandoori,Oude Gentweg 11,['Eethuis'],8000,Oude Gentweg 11 8000 Brugge,"(51.20288011312688, 3.2263387295926638)",False
Gent,Inner Kitchen,Land Van Waaslaan 78a,"['Cateraar', 'Eethuis', '100% vegetarisch', 'EVA voordeel', 'Veganvriendelijk']",9000,Land Van Waaslaan 78a 9000 Gent,"(51.05794734170448, 3.7448083239870518)",False
Hasselt,IZIBILIBOCO,Dorpstraat 36,"['Eethuis', '100% vegetarisch', 'EVA voordeel']",3500,Dorpstraat 36 3500 Hasselt,,True
Antwerpen,Izumi,Beeldhouwersstraat 44,['Eethuis'],2000,Beeldhouwersstraat 44 2000 Antwerpen,"(51.207303696320885, 4.395057708984547)",False
Gent,Jackie's Bagelbar,Vlaanderenstraat 84,['Snack'],9000,Vlaanderenstraat 84 9000 Gent,"(51.0495911327427, 3.73040149559671)",False
Vlekkem,Jajo,Oudenaardsesteenweg 318,['Snack'],9420,Oudenaardsesteenweg 318 9420 Vlekkem,"(50.92959593354456, 3.962345538600295)",False
Zottegem,Jeera Thai,Zavel 23,['Eethuis'],9620,Zavel 23 9620 Zottegem,"(50.86904406629474, 3.8114425136054497)",False
Gent,Jilles,Tentoonstellingslaan 165,['Eethuis'],9000,Tentoonstellingslaan 165 9000 Gent,"(51.03895460372439, 3.7316585208185273)",False
Gent,Jour de fête,Gustaaf Callierlaan 233,"['Cateraar', 'Eethuis']",9000,Gustaaf Callierlaan 233 9000 Gent,"(51.03997870051699, 3.734867014913963)",False
Brussel,Jour De Fête,Anspachlaan 181,['Eethuis'],1000,Anspachlaan 181 1000 Brussel,"(50.84569514732187, 4.34654492358794)",False
Merksem,Joy's Villa,Bredabaan 831,"['Eethuis', 'Veganvriendelijk']",2170,Bredabaan 831 2170 Merksem,"(51.25240195431594, 4.459522843263288)",False
Antwerpen,Juliette,Ijzerenwaag 4,['Eethuis'],2000,Ijzerenwaag 4 2000 Antwerpen,"(51.21670426391802, 4.400315653146848)",False
Gent,Just like your mom,Maaltebruggestraat 294,['Cateraar'],9000,Maaltebruggestraat 294 9000 Gent,"(51.02551297917851, 3.7067254802806566)",False
Antwerpen,Kafé Puur,Schoytestraat 1,"['Snack', 'Veganvriendelijk']",2000,Schoytestraat 1 2000 Antwerpen,"(51.21523949869058, 4.39902660102489)",False
Leuven,Kalypta,Parijsstraat 21,['Eethuis'],3000,Parijsstraat 21 3000 Leuven,"(50.87891212965754, 4.6996972807175075)",False
Sint-Gillis,Kamilou,Fernand Bernierstraat 15,"['Cateraar', 'Eethuis', 'Veganvriendelijk']",1060,Fernand Bernierstraat 15 1060 Sint-Gillis,"(50.82990730109313, 4.336687133580912)",False
Vorst,Kamilou,Van Volxemlaan 354,"['Eethuis', 'Veganvriendelijk']",1190,Van Volxemlaan 354 1190 Vorst,"(50.82156215011329, 4.3274538729687055)",False
Antwerpen,Kamu,Draakstraat 28,['Eethuis'],2018,Draakstraat 28 2018 Antwerpen,"(51.206175295081415, 4.431301154838009)",False
Schelderode,Kanazawa,Hundelgemsesteenweg 242,['Eethuis'],9820,Hundelgemsesteenweg 242 9820 Schelderode,"(51.015846072611325, 3.7525226366222264)",False
Sint-Niklaas,Kantine,Regentieplein 1,['Snack'],9100,Regentieplein 1 9100 Sint-Niklaas,"(51.167951389642106, 4.145093671691452)",False
Gent,Kapittelhuis,Lange Kruisstraat 4,['Eethuis'],9000,Lange Kruisstraat 4 9000 Gent,"(51.05284671778664, 3.725707589807837)",False
Brussel,Kasbah,Dansaertstraat 20,['Eethuis'],1000,Dansaertstraat 20 1000 Brussel,"(50.851025577687416, 4.344724801138332)",False
Sint-Niklaas,Kasteel Walburg,Walburgstraat 35,"['Cateraar', 'Eethuis']",9100,Walburgstraat 35 9100 Sint-Niklaas,"(51.16286546688599, 4.145961398325051)",False
Puurs,Kers naast de taart,Winkelveld 4,['Cateraar'],2870,Winkelveld 4 2870 Puurs,"(51.070280613093374, 4.297790486237957)",False
Sinaai-Waas,Keyserhof,Keizerstraat 69,['Eethuis'],9112,Keizerstraat 69 9112 Sinaai-Waas,"(51.15544582068004, 4.000390522369852)",False
Elsene,Kifkif,Biarritzsquare 1,['Eethuis'],1050,Biarritzsquare 1 1050 Elsene,"(50.82519195134125, 4.370696327832227)",False
Antwerpen,King of Bombay,Breydelstraat 23,['Eethuis'],2018,Breydelstraat 23 2018 Antwerpen,"(51.21798284157819, 4.419437886094201)",False
Antwerpen,Kioku,Oude Vaartplaats 47,['Eethuis'],2000,Oude Vaartplaats 47 2000 Antwerpen,"(51.221818484948905, 4.400948987992742)",False
Blankenberge,Klein Begin,Visserstraat 23,['Eethuis'],8370,Visserstraat 23 8370 Blankenberge,,True
Wondelgem,Koe-vert,Botestraat 61,['Eethuis'],9032,Botestraat 61 9032 Wondelgem,"(51.08636007647652, 3.7064787126627468)",False
Sint-Niklaas,Koek en Ei,Hendrik Heymanplein 5,[],9100,Hendrik Heymanplein 5 9100 Sint-Niklaas,"(51.16226863306464, 4.1393740715322975)",False
Koekelare,Kok aan huis Paul De Soete,Sterrestraat 140 B,['Cateraar'],8680,Sterrestraat 140 B 8680 Koekelare,"(51.08765613470771, 2.96608565942793)",False
Sint-Gillis-bij-Dendermonde,Kokarde,Grote Markt 9 - 10,['Eethuis'],9200,Grote Markt 9 - 10 9200 Sint-Gillis-bij-Dendermonde,"(51.03059487193046, 4.098677178133559)",False
Brussel,Kom Kom,Kruidtuinlaan 13,['Eethuis'],1000,Kruidtuinlaan 13 1000 Brussel,"(50.85525247580251, 4.357376612196755)",False
Antwerpen,Kom Sjee Twa,Walvisstraat 1,['Eethuis'],2018,Walvisstraat 1 2018 Antwerpen,"(51.20874672056236, 4.429916614739037)",False
Gent,Komkommertijd,Reep 14,"['Eethuis', '100% plantaardig', '100% vegetarisch', 'EVA voordeel', 'Veganvriendelijk']",9000,Reep 14 9000 Gent,"(51.05324128151047, 3.7304943843050893)",False
Hasselt,Kookpunt,Hemelrijk 13,['Eethuis'],3500,Hemelrijk 13 3500 Hasselt,"(50.930026361350606, 5.339834236834965)",False
Gent,Korenhuis,Hoogpoort 35,['Eethuis'],9000,Hoogpoort 35 9000 Gent,"(51.055166746112114, 3.7242066416206705)",False
Gent,Korenlei Twee,Korenlei 2,"['Eethuis', 'Veganvriendelijk']",9000,Korenlei 2 9000 Gent,"(51.05564071632214, 3.720477406341214)",False
Mechelen,Koya,Désiré Boucherystraat 16,['Eethuis'],2800,Désiré Boucherystraat 16 2800 Mechelen,"(51.027180306723935, 4.482060471114452)",False
Antwerpen,Krua Thai,Pelgrimstrtaat 13,"['Eethuis', 'Veganvriendelijk']",2000,Pelgrimstrtaat 13 2000 Antwerpen,,True
Elsene,L'Ultime Atome,Sint Bonifaasstraat 14,['Eethuis'],1050,Sint Bonifaasstraat 14 1050 Elsene,"(50.8360692801947, 4.364365465439404)",False
Elsene,L'Ultime Atome,Sint Bonifaasstraat 14,['Eethuis'],1050,Sint Bonifaasstraat 14 1050 Elsene,"(50.8360692801947, 4.364365465439404)",False
Brussel,La Belle Equipe,Dansaertstraat 202,['Eethuis'],1000,Dansaertstraat 202 1000 Brussel,"(50.851025577687416, 4.344724801138332)",False
Mechelen,La Boya,Gebroeders Verhaegenstraat 16,['Eethuis'],2800,Gebroeders Verhaegenstraat 16 2800 Mechelen,"(51.02323835189125, 4.4776039767927704)",False
Leuven,La Cucaracha,Tiensestraat 21,['Eethuis'],3000,Tiensestraat 21 3000 Leuven,"(50.87828913880125, 4.703813500197568)",False
Brussel,La Ferme nos Pilifs ASBL,Trassersweg 347,"['Eethuis', 'EVA voordeel']",1120,Trassersweg 347 1120 Brussel,"(50.90367718067191, 4.388812636106314)",False
Aaslt,La Locanda,Kerkstraat 14,['Eethuis'],9300,Kerkstraat 14 9300 Aaslt,"(50.93817167250907, 4.040037219077624)",False
Mechelen,La Loggia,Korenmarkt 37,"['Eethuis', 'EVA voordeel']",2800,Korenmarkt 37 2800 Mechelen,"(51.02433638190193, 4.476124211332823)",False
Deinze,La Luna,Kortrijkstraat 43,"['Eethuis', 'Veganvriendelijk']",9800,Kortrijkstraat 43 9800 Deinze,"(50.97812741754083, 3.5288259864714053)",False
Sint-Niklaas,La Luna Rossa,Nieuwstraat 6,['Eethuis'],9100,Nieuwstraat 6 9100 Sint-Niklaas,"(51.163580711179215, 4.139238982574633)",False
Brussel,La Maison des Crêpes,Zuidstraat 11,['Eethuis'],1000,Zuidstraat 11 1000 Brussel,"(50.84723301386868, 4.350505879122635)",False
Sint-Gillis,La maison du peuple,Sint-Gillisvoorplein 37A,['Eethuis'],1060,Sint-Gillisvoorplein 37A 1060 Sint-Gillis,"(50.8303947836212, 4.345600899331678)",False
Gent,La Malcontenta,Haringsteeg 7 - 9,"['Eethuis', 'Veganvriendelijk']",9000,Haringsteeg 7 - 9 9000 Gent,"(51.05758914345411, 3.7217056618659545)",False
Brussel,La Marmite,Hoogstraat 304,['Eethuis'],1000,Hoogstraat 304 1000 Brussel,"(50.83504261426899, 4.346862106535629)",False
La-Roche-en-Ardenne,La Nature Gourmande,Rue Pumalet 9,['Eethuis'],6980,Rue Pumalet 9 6980 La-Roche-en-Ardenne,,True
Brussel,La Papaye Verte,Rue A. Dansaertstraat 53,['Eethuis'],1000,Rue A. Dansaertstraat 53 1000 Brussel,"(50.847862473722664, 4.351854614231369)",False
Gent,La Perla,Sint-Pietersnieuwstraat 212,['Eethuis'],9000,Sint-Pietersnieuwstraat 212 9000 Gent,"(51.044426871109124, 3.726279455650121)",False
Elsene,La Porte des Indes,Louisalaan 455,['Eethuis'],1050,Louisalaan 455 1050 Elsene,,True
Antwerpen,La Primavera,Kronenburgstraat 82,['Eethuis'],2000,Kronenburgstraat 82 2000 Antwerpen,"(51.21171608997299, 4.398838225408162)",False
Gent,La Resistenza,Brabantdam 82,"['Eethuis', 'Snack']",9000,Brabantdam 82 9000 Gent,"(51.04980963747567, 3.730911931803679)",False
Leuven,La Rotonda,Tiensestraat 121,['Eethuis'],3000,Tiensestraat 121 3000 Leuven,"(50.87583069550803, 4.708427831250533)",False
Veldwezelt,La Source,Paalsteenlaan 90,['Eethuis'],3620,Paalsteenlaan 90 3620 Veldwezelt,"(50.915038315648324, 5.668130085320723)",False
Leuven,La Stanza,Wandelingenstraat 8,['Eethuis'],3000,Wandelingenstraat 8 3000 Leuven,,True
Herenthout,La Taperia,Nijlense steenweg 12,"['Eethuis', 'Snack', 'Veganvriendelijk']",2270,Nijlense steenweg 12 2270 Herenthout,"(51.14007986984787, 4.7539337647395605)",False
Etterbeek,La Terrasse,Keltenlaan 1,['Eethuis'],1040,Keltenlaan 1 1040 Etterbeek,"(50.838915152961064, 4.398182457808902)",False
Elsene,La Tsampa,Livornostraat 109,"['Eethuis', '100% vegetarisch', 'Veganvriendelijk']",1050,Livornostraat 109 1050 Elsene,"(50.8269807379716, 4.3618255648479245)",False
Gent,La Vita Nova,Steendam 51,['Eethuis'],9000,Steendam 51 9000 Gent,"(51.05727778093694, 3.7305534966261686)",False
Heldergem,Labaij Kris,Stationstraat 220,['Snack'],9450,Stationstraat 220 9450 Heldergem,,True
Mechelen,Lan Na Thai,F. de Merodestraat 59,"['Eethuis', 'Veganvriendelijk']",2800,F. de Merodestraat 59 2800 Mechelen,,True
Antwerpen,Lara kookt voor u,Tentoonstellingslaan 42,['Cateraar'],2020,Tentoonstellingslaan 42 2020 Antwerpen,"(51.1918264949031, 4.390628705180052)",False
Antwerpen,Lara kookt voor u,Van Schoonbekestraat 158,"['Cateraar', 'Eethuis']",2018,Van Schoonbekestraat 158 2018 Antwerpen,"(51.19952645612943, 4.403508481151046)",False
Brussel,Le Bar à Tapas,Borgvalstraat 11,['Eethuis'],1000,Borgvalstraat 11 1000 Brussel,,True
Brussel,Le Bar à Tapas,Borgvalstraat 11,['Eethuis'],1000,Borgvalstraat 11 1000 Brussel,,True
Etterbeek,Le Bol de Riz,Waversesteenweg 335,['Eethuis'],1040,Waversesteenweg 335 1040 Etterbeek,,True
Schaarbeek,Le caveau du Max,Emile Maxlaan 87,"['Eethuis', 'Veganvriendelijk']",1030,Emile Maxlaan 87 1030 Schaarbeek,"(50.85035063393803, 4.394824281417483)",False
Elsene,Le Grenier d'Elvire,Boondaalsesteenweg 339a,['Eethuis'],1050,Boondaalsesteenweg 339a 1050 Elsene,,True
Brussel,Le Pain Quotidien,Dansaertstraat 16A,['Snack'],1000,Dansaertstraat 16A 1000 Brussel,"(50.851025577687416, 4.344724801138332)",False
Brugge,Le Pain Quotidien,Philip Stockstraat 21,['Eethuis'],8000,Philip Stockstraat 21 8000 Brugge,"(51.20951058486947, 3.22594742244284)",False
Antwerpen,Le Pain Quotidien,Lange Kievitstraat 107,['Snack'],2000,Lange Kievitstraat 107 2000 Antwerpen,"(51.22379356477641, 4.408565519566605)",False
Gent,Le Pain Quotidien,Kalandeberg 10,"['Eethuis', 'Veganvriendelijk']",9000,Kalandeberg 10 9000 Gent,"(51.05162201164494, 3.725310800592973)",False
Antwerpen,Le Pain Quotidien,Mechelsesteenweg 45-47,['Snack'],2000,Mechelsesteenweg 45-47 2000 Antwerpen,"(51.204116827359314, 4.41166760486619)",False
Antwerpen,Le Pain Quotidien,Steenhouwersvest 48,['Snack'],2000,Steenhouwersvest 48 2000 Antwerpen,"(51.21767517342334, 4.399715208541481)",False
Antwerpen,Le Pain Quotidien,Steenhouwersvest 48,['Snack'],2000,Steenhouwersvest 48 2000 Antwerpen,"(51.21767517342334, 4.399715208541481)",False
Gent,Le Pain Total,Sint-Pietersnieuwstraat 218,"['Cateraar', 'Snack', 'EVA voordeel', 'Veganvriendelijk']",9000,Sint-Pietersnieuwstraat 218 9000 Gent,"(51.04381416773671, 3.726016922973371)",False
Brussel,Le Paon Royal,Oude Graanmarkt 6,['Eethuis'],1000,Oude Graanmarkt 6 1000 Brussel,"(50.850109098907026, 4.347110917562523)",False
Brussel,Le Perroquet,Watteeustraat 31,['Eethuis'],1000,Watteeustraat 31 1000 Brussel,"(50.8395114315973, 4.353546955765455)",False
Elsene,Le Pullman,Luxemburgplein 12,['Eethuis'],1050,Luxemburgplein 12 1050 Elsene,"(50.83961112325971, 4.372698939737961)",False
Brussel,Le Space: Dum tek veg,Sleutelstraat 26,['Eethuis'],1000,Sleutelstraat 26 1000 Brussel,"(50.85238277824536, 4.343673249367892)",False
Schaarbeek,Le Tibet,Boulevard Auguste Reyers 153,['Eethuis'],1030,Boulevard Auguste Reyers 153 1030 Schaarbeek,"(50.85042976588114, 4.401711550900237)",False
Gent,Lekker GEC,Koningin Maria Hendrikaplein 6,"['Eethuis', '100% vegetarisch', 'Veganvriendelijk']",9000,Koningin Maria Hendrikaplein 6 9000 Gent,"(51.037031890240094, 3.7121802580223022)",False
Gent,Lepelblad,Onderbergen 40,['Eethuis'],9000,Onderbergen 40 9000 Gent,"(51.05210309946951, 3.719599315812496)",False
Brussel,Les Filles,Rue du Vieux Marché aux Grains 46,['Eethuis'],1000,Rue du Vieux Marché aux Grains 46 1000 Brussel,"(50.84961454459741, 4.346386926991319)",False
Elsene,Les Jardins de Bagatelle,Herderstraat 17,['Eethuis'],1050,Herderstraat 17 1050 Elsene,,True
Sint-Gillis,Les Nourritures,Sint-Gillisvoorplein 43,['Eethuis'],1060,Sint-Gillisvoorplein 43 1060 Sint-Gillis,"(50.830448750742754, 4.345757012265844)",False
Sint-Gillis,Les Nourritures Terrestres,Sint-Gillisvoorplein 43,"['100% vegetarisch', 'Veganvriendelijk']",1060,Sint-Gillisvoorplein 43 1060 Sint-Gillis,"(50.830448750742754, 4.345757012265844)",False
raar,Les Odettes,2000Regio Antwerpen,[],Cate,2000Regio Antwerpen Cate raar,,True
Watermaal-Bosvoorde,Les rives du Gange,avenue de la Fauconnerie 1-5,"['Eethuis', 'Snack']",1170,avenue de la Fauconnerie 1-5 1170 Watermaal-Bosvoorde,"(50.802320700620264, 4.41824633061715)",False
Sint Martens Latem,Leven in Balans,Kraaiendonk 36,['Cateraar'],9830,Kraaiendonk 36 9830 Sint Martens Latem,"(51.005677231320725, 3.63456791588454)",False
Brussel,Little Asia,rue St. Cathérine St. Katelijnestraat 8,['Gastronomisch'],1000,rue St. Cathérine St. Katelijnestraat 8 1000 Brussel,"(50.847862473722664, 4.351854614231369)",False
Antwerpen,Little Ethiopia,Zirkstraat 8,"['Eethuis', 'EVA voordeel']",2000,Zirkstraat 8 2000 Antwerpen,"(51.22303211704793, 4.400219833389604)",False
 plantaardig,Little Green Truck,Cateraar,"['100% vegetarisch', 'Veganvriendelijk']",100%,Cateraar 100%  plantaardig,,True
Geel,Living,Markt 20,"['Eethuis', 'Veganvriendelijk']",2440,Markt 20 2440 Geel,"(51.162530595491816, 4.990484753422669)",False
Antwerpen,Loes & Krikke bvba,Colonia Congresstraat 42/101,['Cateraar'],2060,Colonia Congresstraat 42/101 2060 Antwerpen,,True
 Gent,Lokaal,Brabantdam 100,"['Eethuis', '100% vegetarisch', 'EVA voordeel']",9000,Brabantdam 100 9000  Gent,"(51.04966944289746, 3.731584127951162)",False
Antwerpen,Lombardia,Lombardenvest 78,"['Snack', 'EVA voordeel', 'Veganvriendelijk']",2000,Lombardenvest 78 2000 Antwerpen,"(51.217287492499956, 4.403851163168568)",False
Brugge,Lotus,Wapenmakerstraat 5,['Eethuis'],8000,Wapenmakerstraat 5 8000 Brugge,,True
Nazareth,Lotus Root,Stationsstraat 33,['Eethuis'],9810,Stationsstraat 33 9810 Nazareth,"(50.9577007766522, 3.6390617893899213)",False
Brussel,Lotus-Bar,Rue Joseph Stevensstraat 12,['Eethuis'],1000,Rue Joseph Stevensstraat 12 1000 Brussel,"(50.83848680484259, 4.355080532424223)",False
Leuven,Loving Hut,Tiensestraat 65,"['Eethuis', '100% vegetarisch', 'EVA voordeel', 'Veganvriendelijk']",3000,Tiensestraat 65 3000 Leuven,"(50.877152367673766, 4.705240452709247)",False
Brussel,Loving Hut Express,Sint-Katelijneplein,['Eethuis'],1000,Sint-Katelijneplein 1000 Brussel,"(50.85078358724611, 4.348715281212784)",False
Leuven,Loving Hut Venagerie,Rector De Someplein 13,"['Eethuis', '100% plantaardig', '100% vegetarisch', 'Veganvriendelijk']",3000,Rector De Someplein 13 3000 Leuven,"(50.87918447441649, 4.701930062923422)",False
Leuven,Lukemieke,Vlamingenstraat 55,"['Eethuis', '100% vegetarisch']",3000,Vlamingenstraat 55 3000 Leuven,"(50.87478540581516, 4.703049645515355)",False
Gent,Lust,Napoleon destanbergstraat 3,['Cateraar'],9000,Napoleon destanbergstraat 3 9000 Gent,"(51.048790580063475, 3.7187895407882565)",False
Leuven,Lyrique,Grote Markt 12,"['Eethuis', 'Snack']",3000,Grote Markt 12 3000 Leuven,"(50.87889185963708, 4.700507062419342)",False
Leuven,L’Inizio Pasta Bar,Parijsstraat 39,['Eethuis'],3000,Parijsstraat 39 3000 Leuven,"(50.87833853666988, 4.6990822426512135)",False
Gent,M-with a view,Gasmeterlaan 110,['Gastronomisch'],9000,Gasmeterlaan 110 9000 Gent,"(51.06604193965381, 3.7140847289889134)",False
Antwerpen,Madam Toertjes,Vlaamse kaai 72,['Snack'],2000,Vlaamse kaai 72 2000 Antwerpen,"(51.20957871256886, 4.390551437037607)",False
Halle,Mag's Eetbar,Vandenpeereboomstraat 8,"['Eethuis', 'Snack']",1500,Vandenpeereboomstraat 8 1500 Halle,"(50.73219493518546, 4.239368909934879)",False
Zaventem,Maharaja,Vilvoordelaan 39,['Eethuis'],1930,Vilvoordelaan 39 1930 Zaventem,"(50.88750728903948, 4.470579484360232)",False
Antwerpen,Mai Thai,Suikerrui Z6,['Eethuis'],2000,Suikerrui Z6 2000 Antwerpen,"(51.220956336271016, 4.398185913278018)",False
Hasselt,Maison Blanche,Maastrichterstraat 82,['Eethuis'],3500,Maastrichterstraat 82 3500 Hasselt,"(50.92999304046519, 5.340601737623323)",False
Antwerpen,Mama Matrea,Lange Nieuwstraat 13,"['Eethuis', 'EVA voordeel']",2000,Lange Nieuwstraat 13 2000 Antwerpen,"(51.220082153393385, 4.406186332328978)",False
Antwerpen,Mama's Garden,Oude Koornmarkt 41-43,['Eethuis'],2000,Oude Koornmarkt 41-43 2000 Antwerpen,"(51.21986820998142, 4.40020333819031)",False
St-Gillis,Mammouth,Ruslandstraat 10,['Snack'],1060,Ruslandstraat 10 1060 St-Gillis,"(50.83646148024042, 4.339834326099808)",False
Antwerpen,Mampoko,Amerikalei 8,['Eethuis'],2000,Amerikalei 8 2000 Antwerpen,"(51.20906363969548, 4.401998907299973)",False
Gent,Marco Polo Trattoria,Serpentstraat 11,"['Eethuis', 'Veganvriendelijk']",9000,Serpentstraat 11 9000 Gent,"(51.05610926801702, 3.7256057509425595)",False
Antwerpen,Mata Mata & Pili Pili,Hoogstraat 44,['Eethuis'],2000,Hoogstraat 44 2000 Antwerpen,"(51.21942841894829, 4.397755541212507)",False
Antwerpen,Matiate,Groenendaallaan 414,['Eethuis'],2030,Groenendaallaan 414 2030 Antwerpen,"(51.24581218978841, 4.416060185472309)",False
Schelderode,Mayom Thai,Hundelgemsesteenweg 220,"['Cateraar', 'Eethuis', 'Snack']",9820,Hundelgemsesteenweg 220 9820 Schelderode,"(51.01696253891969, 3.7528642491553743)",False
Halle,Me Gusta,Bergensesteenweg 20,['Eethuis'],1500,Bergensesteenweg 20 1500 Halle,"(50.734356087418774, 4.234560901745362)",False
Melle,Meridiem,Brusselsesteenweg 69,['Eethuis'],9090,Brusselsesteenweg 69 9090 Melle,"(51.02320903263739, 3.775430722195523)",False
Sint-Niklaas,Merlot,Regentiestraat 4,['Eethuis'],9100,Regentiestraat 4 9100 Sint-Niklaas,"(51.16873806649821, 4.1428166353901625)",False
Sint-Niklaas,Met Tijd en Boterhammen,Nieuwstraat 5,"['Eethuis', 'Snack']",9100,Nieuwstraat 5 9100 Sint-Niklaas,"(51.1637422001106, 4.139080937013095)",False
Wilrijk,Mezze Bar Efes,De Kern 13,['Eethuis'],2610,De Kern 13 2610 Wilrijk,"(51.16934217385778, 4.406244971052172)",False
Brussel,Mi-figue Mi-raisin,Archimedesstraat 71,"['Eethuis', 'Veganvriendelijk']",1000,Archimedesstraat 71 1000 Brussel,"(50.845201616865204, 4.383987602591317)",False
Tremelo,Miel van Kest,Schrieksebaan 59,['Eethuis'],3120,Schrieksebaan 59 3120 Tremelo,"(50.9934078244696, 4.706660964206089)",False
Gent,Mimosa,Kongostraat 2,['Eethuis'],9000,Kongostraat 2 9000 Gent,"(51.060063163404614, 3.730315842221244)",False
Elsene,Mo-Mo,Rue Defacqzstraat 27,"['Eethuis', 'Veganvriendelijk']",1050,Rue Defacqzstraat 27 1050 Elsene,"(50.82941693758741, 4.373719911174009)",False
Teuven,Moeder de Gans,Teuven-dorp 60,['Eethuis'],3793,Teuven-dorp 60 3793 Teuven,"(50.754159291726275, 5.8712241709344415)",False
Brussel,Monya,Zwaluwenstraat 9,['Eethuis'],1000,Zwaluwenstraat 9 1000 Brussel,"(50.85232133880832, 4.3523785148741965)",False
Sint-Niklaas,Moon Eat,Richard Van Britsomstraat 18,[],9100,Richard Van Britsomstraat 18 9100 Sint-Niklaas,,True
sel,Moonfood,Koloniënstraat 58,"['Eethuis', 'Snack']",Brus,Koloniënstraat 58 Brus sel,,True
Gent,Mosquito Coast,Hoogpoort 28,"['Eethuis', 'Veganvriendelijk']",9000,Hoogpoort 28 9000 Gent,"(51.05528759445681, 3.7232921365287943)",False
Hasselt,MOSQUITO DA BEIRA BAIXA,Dokter Willemsstraat 38,['Eethuis'],3500,Dokter Willemsstraat 38 3500 Hasselt,"(50.931905303978034, 5.334381789684905)",False
Brussel,Mr. Falafel,Lemonnierlaan 53,"['Snack', '100% vegetarisch']",1000,Lemonnierlaan 53 1000 Brussel,"(50.84260218298565, 4.343635729198065)",False
Gent,Mrs. Beanzz,Hoefslagstraatje 6,"['Eethuis', '100% vegetarisch', 'EVA voordeel']",9000,Hoefslagstraatje 6 9000 Gent,"(51.056814952394234, 3.723142718566722)",False
Gent,Mub'art,Fernand Scribedreef 1,['Eethuis'],9000,Fernand Scribedreef 1 9000 Gent,"(51.03815089678561, 3.7243693849525035)",False
Gent,Muday,Sint-Salvatorstraat 53,['Eethuis'],9000,Sint-Salvatorstraat 53 9000 Gent,"(51.06457699850648, 3.7288847793136726)",False
Gent,Multatuli,Huidevetterskaai 40,"['Eethuis', 'Veganvriendelijk']",9000,Huidevetterskaai 40 9000 Gent,"(51.061038292700694, 3.7277919277279823)",False
Leuven,Mykene,Muntstraat 44,"['Eethuis', 'Veganvriendelijk']",3000,Muntstraat 44 3000 Leuven,"(50.87784178315608, 4.703071440442152)",False
Deurne,Nam Fong,Boshovestraat 46-48,['Eethuis'],2100,Boshovestraat 46-48 2100 Deurne,"(51.2230032829546, 4.467953337275927)",False
Leuven,Namaste,Naamsestraat 25,['Eethuis'],3000,Naamsestraat 25 3000 Leuven,"(50.877434982379675, 4.7007098839151835)",False
Antwerpen,Namaste,Suikerrui 14,['Eethuis'],2000,Suikerrui 14 2000 Antwerpen,"(51.22074967238234, 4.397913828288202)",False
