city,name,street,tags,zipcode,full_address,latlon,missing
Elsene,Tom Yam,Chaussee de Boondaalsesteenweg 341,['Eethuis'],1050,Chaussee de Boondaalsesteenweg 341 1050 Elsene,,True
Brussel,Toukoul,Lakenstraat 34,"['Eethuis', 'EVA voordeel', 'Veganvriendelijk']",1000,Lakenstraat 34 1000 Brussel,,True
Gent,Trafiek,Haspelstraat 37,"['Eethuis', 'Snack', 'Veganvriendelijk']",9000,Haspelstraat 37 9000 Gent,"(51.058351409182166, 3.7020106528241525)",False
Rotselaar,Traiteur Geert Groffen,Aarschotsesteenweg 10,['Cateraar'],3110,Aarschotsesteenweg 10 3110 Rotselaar,"(50.93836219457909, 4.735016925792405)",False
Berchem,Trizee Privee,Thaliastraat 84,['Cateraar'],2600,Thaliastraat 84 2600 Berchem,"(51.1999557211346, 4.445656810242805)",False
Gent,Tuin van Eten,Kortrijksestesteenweg 573,"['Eethuis', 'Veganvriendelijk']",9000,Kortrijksestesteenweg 573 9000 Gent,,True
Leuven,Turquoise,Naamsevest 6,['Eethuis'],3000,Naamsevest 6 3000 Leuven,"(50.868827399043205, 4.699157296859612)",False
Voorde,Tweety Frit,Brusselsesteenweg 73,['Snack'],9400,Brusselsesteenweg 73 9400 Voorde,"(50.82824424580411, 4.029235976049041)",False
Gent,Twilight Eetcafé,Korenmarkt 36,['Eethuis'],9000,Korenmarkt 36 9000 Gent,"(51.05523413324712, 3.7217381900619304)",False
Gent,Uit Steppe & Oase,Jan Breydelstraat 21,"['Eethuis', 'Veganvriendelijk']",9000,Jan Breydelstraat 21 9000 Gent,"(51.056203781700496, 3.7198848128264834)",False
Antwerpen,Umami,Magdalenastraat 8,['Cateraar'],2018,Magdalenastraat 8 2018 Antwerpen,"(51.208865004501, 4.427112091773405)",False
Zwalm,Un.Do,Veldstraat 4,"['Eethuis', 'EVA voordeel']",9630,Veldstraat 4 9630 Zwalm,"(50.87147855656345, 3.7298780627524586)",False
Antwerpen,Urban wraps,Minderbroedersrui 64,['Eethuis'],2000,Minderbroedersrui 64 2000 Antwerpen,"(51.22160159888422, 4.404899360080487)",False
Antwerpen,Urvashi,Verschansingstraat 63,['Eethuis'],2000,Verschansingstraat 63 2000 Antwerpen,"(51.20805087132883, 4.38952042795263)",False
Hoogstraten,Vandersmissen Feestservice BVBA,Vrijheid 64,['Cateraar'],2320,Vrijheid 64 2320 Hoogstraten,"(51.40530633136543, 4.762345430692156)",False
Antwerpen,Varelli,Plantinkaai 15,['Eethuis'],2000,Plantinkaai 15 2000 Antwerpen,"(51.217460674105986, 4.394763033024713)",False
Bornem,Vegabites,Woestijnstraat 53A,['Cateraar'],2880,Woestijnstraat 53A 2880 Bornem,"(51.0932916722219, 4.271762540195728)",False
Leuven,Vegaverso,Tiensestraat 22,"['Eethuis', '100% plantaardig', '100% vegetarisch']",3000,Tiensestraat 22 3000 Leuven,"(50.8783538104658, 4.703202973394043)",False
 vegetarisch,Veggiebites,Cateraar,[],100%,Cateraar 100%  vegetarisch,,True
Wilsele,Vera Cruz,Kolonel Begaultlaan 19,['Eethuis'],3012,Kolonel Begaultlaan 19 3012 Wilsele,"(50.89216298294885, 4.705888328748434)",False
Antwerpen,Via Via Reiscafé,Wolstraat 43,['Eethuis'],2000,Wolstraat 43 2000 Antwerpen,"(51.22152980277357, 4.404541466484001)",False
Heverlee,ViaVia Leuven,Naamsesteenweg 227,['Eethuis'],3001,Naamsesteenweg 227 3001 Heverlee,"(50.86188699055246, 4.696125543616414)",False
Walem,ViaVia Mechelen,Zandpoortvest 50,"['Eethuis', 'Snack']",2800,Zandpoortvest 50 2800 Walem,"(51.022924013784575, 4.486596747936456)",False
Merelbeke,Villa Florazicht,Hundelgemsesteenweg 182,['Eethuis'],9082,Hundelgemsesteenweg 182 9082 Merelbeke,,True
Balen,Villa Muun,Nieuwstraat 8,['Eethuis'],2490,Nieuwstraat 8 2490 Balen,"(51.17101204417554, 5.164726656607828)",False
Hamme,VivaVega / The Loving Hut Express,Museumstraat 10,['Cateraar'],9220,Museumstraat 10 9220 Hamme,"(51.09728355421186, 4.132025988717208)",False
Antwerpen,Wagamama,Keyserlei 15,"['Eethuis', 'Snack', 'Veganvriendelijk']",2018,Keyserlei 15 2018 Antwerpen,"(51.21744371133315, 4.419036549851114)",False
Gent,Wakame,Lostraat 32-34,[],9000,Lostraat 32-34 9000 Gent,"(51.058528457559746, 3.7291100431827755)",False
Meerhout,Wang Jiang,Schoolstraat 14,['Eethuis'],2450,Schoolstraat 14 2450 Meerhout,"(51.129919133198, 5.076480459558337)",False
Deurne,Watsoep,Plankenbergstraat 112 L11,['Cateraar'],2100,Plankenbergstraat 112 L11 2100 Deurne,"(51.22106210797976, 4.467577031635216)",False
Deurne,Watsoep,Plankenbergstraat 112 L11,"['Eethuis', '100% vegetarisch']",2100,Plankenbergstraat 112 L11 2100 Deurne,"(51.22106210797976, 4.467577031635216)",False
Berchem,Wattman,Tramplein 3,['Eethuis'],2600,Tramplein 3 2600 Berchem,"(51.205266712296286, 4.432687846238203)",False
 Borgloon,Welkom India,Papenstraat 2,"['Cateraar', 'Eethuis']",3840,Papenstraat 2 3840  Borgloon,"(50.80222727398471, 5.343436995639939)",False
Leuven,Wereldcafé.coop,Joris Helleputteplein 2,['Snack'],3000,Joris Helleputteplein 2 3000 Leuven,"(50.878368864969346, 4.697888896371858)",False
Gent,Wereldrestaurant De Centrale,Kraankinderstraat 2,['Eethuis'],9000,Kraankinderstraat 2 9000 Gent,,True
 Antwerpen,Wild Project,Grote Pieter Potstraat 21,"['Eethuis', '100% vegetarisch', 'Veganvriendelijk']",2000,Grote Pieter Potstraat 21 2000  Antwerpen,"(51.21994992313579, 4.397040223887933)",False
Sint-Niklaas,Winny's,Houtbriel 5,['Snack'],9100,Houtbriel 5 9100 Sint-Niklaas,"(51.1651679806304, 4.141976084656444)",False
Brussel,Witlov,Stalingradlaan 56,['Cateraar'],1000,Stalingradlaan 56 1000 Brussel,"(50.84111002452153, 4.344133422148072)",False
Gent,Witte olifant-Chang Phuak,Zwarte zusterstraat 32,"['Eethuis', 'Veganvriendelijk']",9000,Zwarte zusterstraat 32 9000 Gent,"(51.05666881888846, 3.7113344770284917)",False
Antwerpen,Wok & Walk,Koningin Astridplein 32,['Eethuis'],2018,Koningin Astridplein 32 2018 Antwerpen,"(51.21780274161261, 4.4201962412766935)",False
Antwerpen,Wok A Way,Groendalstraat 14,['Eethuis'],2000,Groendalstraat 14 2000 Antwerpen,"(51.21741312892325, 4.404509621314145)",False
Gent,Wokaway,Korenmarkt 11,['Eethuis'],9000,Korenmarkt 11 9000 Gent,"(51.054509029133065, 3.722290196019319)",False
Elsene,YAG*,Rue Washington 59,['Eethuis'],1050,Rue Washington 59 1050 Elsene,"(50.82218037166793, 4.3631318592758825)",False
Brussel,Yaki,Visverkopersstraat 6B,['Eethuis'],1000,Visverkopersstraat 6B 1000 Brussel,"(50.84923735021349, 4.348460315815376)",False
Kortrijk,Yanto's Boutique,Doorniksesteenweg 117,"['Eethuis', 'Snack']",8500,Doorniksesteenweg 117 8500 Kortrijk,"(50.80808305910597, 3.2797088810694817)",False
Brussel,Yeti,Goede Bijstandstraat 4,['Eethuis'],1000,Goede Bijstandstraat 4 1000 Brussel,"(50.84635305709842, 4.3764340021413295)",False
Antwerpen,Yuna,Pelgrimsstraat 2,"['Eethuis', 'Veganvriendelijk']",2000,Pelgrimsstraat 2 2000 Antwerpen,,True
Antwerpen,Z'Hoor,Verschansingstraat 28,['Eethuis'],2000,Verschansingstraat 28 2000 Antwerpen,"(51.208482061341954, 4.390880025967863)",False
